role,name,affiliation,address,trial_id,processed_name,first_name,gender,gender_probability,gender_sample_count,Rank,NCT Number,Title,Status,Study Results,Conditions,Interventions,First Posted,Locations,URL
Principal Investigator,"Anna Solini, Prof",University of Pisa,,NCT04242758,anna solini,anna,female,0.98,383713,207,NCT04242758,Phthalates Exposure in Type 2 Diabetic Patients and Diuretic Therapy,"Active, not recruiting",No Results Available,Renal Function Disorder|Glucose Metabolism Disorders,Drug: Dapagliflozin 10 MG|Drug: Hydrochlorothiazide 12.5mg,"January 27, 2020","University of Pisa, Pisa, Italy",https://ClinicalTrials.gov/show/NCT04242758
Principal Investigator,seher ÇEVİK,İNÖNÜ ÜNİVERSİTESİ,,NCT04436666,seher çevi̇k,seher,female,0.97,6181,208,NCT04436666,"Virtual Reality, Ice Application and Self-injection and Self-test Fair, Pain and State Anxiety",Not yet recruiting,No Results Available,Injection Site Irritation|Fear of Pain,Device: motivational video production through virtual reality glasses|Other: Ice Application,"June 18, 2020","seher ÇEVİK, Malatya, Turkey",https://ClinicalTrials.gov/show/NCT04436666
Principal Investigator,"Nur Izgu, PhD",Hacettepe University,,NCT04287439,nur izgu,nur,female,0.9,24229,209,NCT04287439,"Relaxation and Meditation Techniques on Pain, Fatigue and Quality of Life",Completed,No Results Available,"Neuropathy, Diabetic",Behavioral: Progressive muscle relaxation|Behavioral: Mindfulness meditation|Other: Attention matched control,"February 27, 2020","Ankara University Medical Faculty Ibni Sina Hospital Endocrinology Outpatient Unit, Ankara, Turkey",https://ClinicalTrials.gov/show/NCT04287439
Principal Investigator,"Lia Bally, MD PhD","Department of Diabetes, Endocrinology, Nutritional Medicine and Metabolism, Inselspital, Bern University, Unviersity of Bern",,NCT04361799,lia bally,lia,female,0.97,12635,210,NCT04361799,Perioperative Closed-loop Glucose Control,Not yet recruiting,No Results Available,Perioperative Hyperglycaemia|Insulin Therapy|Elective Surgery|Closed-Loop Glucose Control|Artificial Pancreas,Device: CamAPS|Drug: Standard insulin therapy,"April 24, 2020","Department of Diabetes, Endocrinology, Clinical Nutrition and Metabolism, Inselspital, Bern University Hospital, Bern, Switzerland",https://ClinicalTrials.gov/show/NCT04361799
Principal Investigator,"Jens Meier, MD",Kepler University Hospital -Dpt. of Anesthesiology & Intensive Care Medicine,,NCT04284722,jens meier,jens,male,0.99,23807,214,NCT04284722,Perioperative Continuation of Metformin Therapy in Patients With Typ 2 Diabetes Mellitus Undergoing Non-cardiac Surgery,Not yet recruiting,No Results Available,Hyperglycemia|Metformin|Type 2 Diabetes|Hyperlactatemia,Drug: Metformin Hydrochloride,"February 26, 2020",,https://ClinicalTrials.gov/show/NCT04284722
Principal Investigator,"Nazarii Kobyliak, PhD",Bogomolets National Medical University,,NCT04293731,nazarii kobyliak,nazarii,male,1.0,6,216,NCT04293731,Smectite Gel and Probiotic for Obesity and Insulin Resistance,Completed,No Results Available,Obesity|Insulin Resistance|Insulin Sensitivity|Type2 Diabetes Mellitus|Visceral Obesity,Dietary Supplement: Symbiter-Smectite|Dietary Supplement: Placebo,"March 3, 2020","Bogomolets National Medical University, Kyiv, Ukraine",https://ClinicalTrials.gov/show/NCT04293731
Study Chair,"Bridget Cassady, PhD, RDN, LD",Abbott Nutrition,,NCT04313920,bridget cassady,bridget,female,0.99,3520,217,NCT04313920,Study of a Carbohydrate Drink in Adults,Recruiting,No Results Available,Glycemic Response,Other: Nutritional Supplement,"March 18, 2020","Health Awareness, Inc., Jupiter, Florida, United States|Biofortis, Addison, Illinois, United States|Great Lakes Clinical Trials, Chicago, Illinois, United States",https://ClinicalTrials.gov/show/NCT04313920
Principal Investigator,"Lawrence Appel, MD, MPH",Johns Hopkins University,,NCT04286555,lawrence appel,lawrence,male,0.98,8119,220,NCT04286555,Dietary Approaches to Stop Hypertension for Diabetes,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2|Diabetes|Diabetes type2|Type2 Diabetes|Type 2 Diabetes|Type II Diabetes|Hypertension|High Blood Pressure",Other: DASH4D diet|Other: comparison diet|Other: higher sodium|Other: lower sodium,"February 27, 2020","Johns Hopkins ProHealth, Baltimore, Maryland, United States",https://ClinicalTrials.gov/show/NCT04286555
Principal Investigator,"Hsin Chieh Yeh, PhD",Johns Hopkins University,,NCT04286555,hsin chieh yeh,hsin,male,0.58,169,220,NCT04286555,Dietary Approaches to Stop Hypertension for Diabetes,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2|Diabetes|Diabetes type2|Type2 Diabetes|Type 2 Diabetes|Type II Diabetes|Hypertension|High Blood Pressure",Other: DASH4D diet|Other: comparison diet|Other: higher sodium|Other: lower sodium,"February 27, 2020","Johns Hopkins ProHealth, Baltimore, Maryland, United States",https://ClinicalTrials.gov/show/NCT04286555
Principal Investigator,"Nisa Maruthur, MD, MHS",Johns Hopkins University,,NCT04286555,nisa maruthur,nisa,female,0.96,3267,220,NCT04286555,Dietary Approaches to Stop Hypertension for Diabetes,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2|Diabetes|Diabetes type2|Type2 Diabetes|Type 2 Diabetes|Type II Diabetes|Hypertension|High Blood Pressure",Other: DASH4D diet|Other: comparison diet|Other: higher sodium|Other: lower sodium,"February 27, 2020","Johns Hopkins ProHealth, Baltimore, Maryland, United States",https://ClinicalTrials.gov/show/NCT04286555
Principal Investigator,"Jason L. Vassy, MD, MPH, SM",Harvard Medical School,,NCT04331535,jason l. vassy,jason,male,0.99,63418,222,NCT04331535,The Genomic Medicine at VA Study,Recruiting,No Results Available,Coronary Artery Disease|Atrial Fibrillation|Type 2 Diabetes|Colorectal Cancer|Breast Cancer|Prostate Cancer,Diagnostic Test: Polygenic risk score (PRS),"April 2, 2020","VA Boston Healthcare System, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04331535
Principal Investigator,"Nader Lessan, MD FRCP",Imperial College London Diabetes Center (ICLDC),,NCT04356898,nader lessan,nader,male,0.98,6855,223,NCT04356898,Ramadan Flash Glucose Monitoring Study,Completed,No Results Available,Diabetes Mellitus,Other: No intervention,"April 22, 2020","Imperial College London Diabetes Centre, Abu Dhabi, United Arab Emirates|Imperial College London Diabetes Centre, Abu Dhabi, United Arab Emirates",https://ClinicalTrials.gov/show/NCT04356898
Principal Investigator,Rolanda Lister,Vanderbilt University Medical Center,,NCT04406792,rolanda lister,rolanda,female,0.97,175,225,NCT04406792,Alternative Lifestyle Interventions in Vulnerable Ethnic Groups,Not yet recruiting,No Results Available,Gestational Diabetes|Pre-Eclampsia|Type2 Diabetes|Chronic Hypertension Complicating Pregnancy|Primary Hypertension After Pregnancy|Obesity,Behavioral: Alternative Lifestyle Interventions in Vulnerable Ethnic groups|Behavioral: Diabetes Prevention Program (DPP) online|Behavioral: Standard of Care,"May 28, 2020","Vanderbilt University Medical Center, Nashville, Tennessee, United States",https://ClinicalTrials.gov/show/NCT04406792
Principal Investigator,"Jesse C Stewart, PhD",Indiana University-Purdue University Indianapolis (IUPUI),,NCT04437485,jesse c stewart,jesse,male,0.91,9983,226,NCT04437485,eIMPACT-DM Pilot Trial: Depression Treatment to Reduce Diabetes Risk,Enrolling by invitation,No Results Available,Depression|Major Depressive Disorder|Dysthymic Disorder|Depressive Symptoms|Type 2 Diabetes|PreDiabetes|Insulin Resistance,Behavioral: Beating the Blues US™ (BtB)|Behavioral: Problem Solving Treatment in Primary Care (PST-PC)|Drug: Antidepressant Medications|Other: Active Control,"June 18, 2020","IUPUI Department of Psychology, Indianapolis, Indiana, United States",https://ClinicalTrials.gov/show/NCT04437485
Principal Investigator,"Quentin M Anstee, MBBS, PhD",Newcastle University,,NCT04442334,quentin m anstee,quentin,male,0.99,22654,227,NCT04442334,The European NAFLD Registry,Recruiting,No Results Available,"NAFLD|NASH|NASH - Nonalcoholic Steatohepatitis|Fibrosis, Liver|Steatosis of Liver|Hepatocellular Carcinoma|Cardiovascular Diseases|Type 2 Diabetes|Dyslipidaemia|Hypertension|Obesity|Other Associated Comorbidities",,"June 22, 2020","Universitair Ziekenhuis Antwerpen, Antwerp, Belgium|Helsinki University Hospital, Helsinki, Finland|Le Centre de Recherche Clinique (CRC) du CHU d'Angers, Angers, France|Institut ICAN - Institute of Cardiometabolism And Nutrition Hôpital de la Pitié Salpêtrière, Paris, France|UNIVERSITÄTSKLINIKUM der RWTH Aachen, Aachen, Germany|Charité University Hospital Berlin, Berlin, Germany|Universitätsklinikum Freiburg, Freiburg, Germany|UNIVERSITÄTSMEDIZIN der Johannes Gutenberg Universität Mainz, Mainz, Germany|Universitätsklinikums Würzburg, Würzburg, Germany|Laiko General Hospital of Athens, Athens, Greece|Polytechnic University of Marche, Ancona, Italy|Università degli Studi Milano, Milan, Italy|Università di Palermo, Palermo, Italy|Università Cattolica del Sacro Cuore, Rome, Italy|Department of Medical Sciences University of Torino, Turin, Italy|Amsterdam UMC, Amsterdam, Netherlands|Hospital de Santa Maria, Lisboa, Portugal|Vall d'Hebron University Hospital, Barcelona, Spain|Biodonostia Health Research Institute, Donostia, Spain|Puerta de Hierro University Hospital, Majadahonda, Spain|Marqués de Valdecilla University Hospital, Santander, Spain|Institute of Biomedicine of Sevilla (IBiS), Virgen del Rocío University Hospital, Sevilla, Spain|HU Clínico de Valladolid, Valladolid, Spain|Karolinska Universitetssjukhuset, Huddinge, Sweden|Linköping University Hospital, Linköping, Sweden|Inselspital, University Hospital, Bern, Switzerland|University Hospitals Birmingham Nhs Foundation Trust, Birmingham, United Kingdom|Addenbrooke'S Hospital, Cambridge, United Kingdom|Queen Elizabeth Hospital, Gateshead, United Kingdom|Hull Royal Infirmary, Hull, United Kingdom|Royal London Hospital, Barts Health NHS Trust, London, United Kingdom|St George's University Hospitals, London, United Kingdom|The Newcastle Upon Tyne Hospitals Nhs Foundation Trust, Newcastle-upon Tyne, United Kingdom|Queen'S Medical Centre, Nottingham, United Kingdom|Oxford University Hospitals Nhs Foundation Trust, Oxford, United Kingdom|Derriford Hospital, Plymouth, United Kingdom|Queen Alexandra Hospital, Portsmouth, United Kingdom",https://ClinicalTrials.gov/show/NCT04442334
Principal Investigator,Alifah Nur'ain Haji Mat Rasil,University Brunei Darussalam,,NCT04217759,alifah nur'ain haji mat rasil,alifah,female,1.0,22,228,NCT04217759,Healthy Lifestyle Intervention on Diabetes Risk Reduction Among Bruneian Young Adults,Completed,No Results Available,"Overweight and Obesity|Risk Reduction|Diabetes Mellitus, Type 2",Behavioral: Healthy lifestyle intervention,"January 3, 2020","PAPRSB Institute of Health Sciences, Universiti Brunei Darussalam, Brunei, Bandar Seri Begawan, Brunei Darussalam",https://ClinicalTrials.gov/show/NCT04217759
Study Director,"Andreas Moraitis, MD",Corcept Therapeutics,,NCT04308590,andreas moraitis,andreas,male,0.99,71365,233,NCT04308590,Efficacy and Safety of Relacorilant in Patients With Cortisol-Secreting Adrenal Adenomas,Recruiting,No Results Available,Hypercortisolism,Drug: relacorilant|Other: placebo,"March 16, 2020","Site 01, Wilmington, North Carolina, United States|Site 02, Summerville, South Carolina, United States|Site 03, El Paso, Texas, United States|Site 05, Fort Worth, Texas, United States|Site 04, Shavano Park, Texas, United States",https://ClinicalTrials.gov/show/NCT04308590
Study Director,"Andreas G Moraitis, MD",Corcept Therapeutics,,NCT04373265,andreas g moraitis,andreas,male,0.99,71365,234,NCT04373265,Study of Relacorilant in Combination With Pembrolizumab for Patients With Adrenocortical Carcinoma With Excess Glucocorticoid Production,Not yet recruiting,No Results Available,Adrenocortical Carcinoma,Drug: Relacorilant|Drug: Pembrolizumab,"May 4, 2020",,https://ClinicalTrials.gov/show/NCT04373265
Principal Investigator,"Andreas Pfützner, Prof. Dr. Dr.",Pfützner Science & Health Institute GmbH,,NCT04340648,andreas pfützner,andreas,male,0.99,71365,272,NCT04340648,"Measurement Algorithm Control, Optimization, and Performance Evaluation of the Vital USA GlucoseDetect",Completed,No Results Available,Diabetes Mellitus,Device: Vital GlucoseDetect,"April 9, 2020","Pfützner Science & Health Institute GmbH, Mainz, Rhineland-Palatinate, Germany",https://ClinicalTrials.gov/show/NCT04340648
Principal Investigator,"Rosa Flores, MD",Institut Català de la Salut,,NCT04244110,rosa flores,rosa,female,0.98,77424,235,NCT04244110,Pilot for the Analysis of Usability in the Use of the Diacare Platform for People With Type 2 DM and Their Professionals,"Active, not recruiting",No Results Available,"Diabetes Mellitus, Type 2",,"January 28, 2020","CAP Bellvitge, Hospitalet de Llobregat, Barcelona, Spain",https://ClinicalTrials.gov/show/NCT04244110
Principal Investigator,"Athena Philis-Tsimikas, MD",Scripps Whittier Diabetes Institute,,NCT04269655,athena philis-tsimikas,athena,female,0.95,1376,237,NCT04269655,Scripps Digital Diabetes: Cloud-Based Continuous Glucose Monitoring (CB CGM),Recruiting,No Results Available,"Diabetes Mellitus, Type 2",Device: Cloud-Based Continuous Glucose Monitoring,"February 17, 2020","Scripps Whittier Diabetes Institute, La Jolla, California, United States",https://ClinicalTrials.gov/show/NCT04269655
Study Director,"Addie Fortmann, PhD",Scripps Whittier Diabetes Institute,,NCT04269655,addie fortmann,addie,male,0.59,283,237,NCT04269655,Scripps Digital Diabetes: Cloud-Based Continuous Glucose Monitoring (CB CGM),Recruiting,No Results Available,"Diabetes Mellitus, Type 2",Device: Cloud-Based Continuous Glucose Monitoring,"February 17, 2020","Scripps Whittier Diabetes Institute, La Jolla, California, United States",https://ClinicalTrials.gov/show/NCT04269655
Principal Investigator,"Stephanie L Shimada, PhD","Edith Nourse Rogers Memorial Veterans Hospital, Bedford, MA",,NCT04227379,stephanie l shimada,stephanie,female,0.98,68107,238,NCT04227379,Diabetes Disparities: Texting to Extend Treatment (DD-TXT),Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2",Behavioral: Intervention 1- DD-TXT|Behavioral: Comparison - DSE,"January 13, 2020","North Florida/South Georgia Veterans Health System, Gainesville, FL, Gainesville, Florida, United States|Jesse Brown VA Medical Center, Chicago, IL, Chicago, Illinois, United States|Edith Nourse Rogers Memorial Veterans Hospital, Bedford, MA, Bedford, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04227379
Study Chair,"Lai, M.D.",Beijing Anzhen Hospital,,NCT04340908,lai,lai,female,0.52,2051,243,NCT04340908,Effects of SGLT2 Inhibitor on Type 2 Diabetic Patients Undergoing Cardiac Surgery,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2|Cardiac Surgery",Drug: Dapagliflozin 10 MG|Drug: Placebos,"April 10, 2020","Beijing Anzhen Hospital, Capital Mediacal University, Beijing, Beijing, China",https://ClinicalTrials.gov/show/NCT04340908
Study Director,"Guo, M.D.",Beijing Anzhen Hospital,,NCT04340908,guo,guo,male,0.7,648,243,NCT04340908,Effects of SGLT2 Inhibitor on Type 2 Diabetic Patients Undergoing Cardiac Surgery,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2|Cardiac Surgery",Drug: Dapagliflozin 10 MG|Drug: Placebos,"April 10, 2020","Beijing Anzhen Hospital, Capital Mediacal University, Beijing, Beijing, China",https://ClinicalTrials.gov/show/NCT04340908
Principal Investigator,"Amelia Guadalupe Grau, PhD",Technical University of Madrid,,NCT04332302,amelia guadalupe grau,amelia,female,0.98,9165,245,NCT04332302,Power Strength Training in Type 2 Diabetic Mellitus Older Adults,Enrolling by invitation,No Results Available,"Diabetes Mellitus, Type 2|Frailty",Other: Power resistance training,"April 2, 2020","Instituto Nacional de Educación Física, Madrid, Spain",https://ClinicalTrials.gov/show/NCT04332302
Study Chair,"Carmen Ramírez Castillejo, PhD",Technical University of Madrid,,NCT04332302,carmen ramírez castillejo,carmen,female,0.98,103801,245,NCT04332302,Power Strength Training in Type 2 Diabetic Mellitus Older Adults,Enrolling by invitation,No Results Available,"Diabetes Mellitus, Type 2|Frailty",Other: Power resistance training,"April 2, 2020","Instituto Nacional de Educación Física, Madrid, Spain",https://ClinicalTrials.gov/show/NCT04332302
Study Director,"Marcela González Gross, Professor",Technical University of Madrid,,NCT04332302,marcela gonzález gross,marcela,female,0.99,23039,245,NCT04332302,Power Strength Training in Type 2 Diabetic Mellitus Older Adults,Enrolling by invitation,No Results Available,"Diabetes Mellitus, Type 2|Frailty",Other: Power resistance training,"April 2, 2020","Instituto Nacional de Educación Física, Madrid, Spain",https://ClinicalTrials.gov/show/NCT04332302
Principal Investigator,Chen,The Ninth People's Hospital Affiliated to Shanghai Jiaotong University,,NCT04357392,chen,chen,male,0.62,5003,248,NCT04357392,Effect of Glucocorticoid on Exogenous Insulin Antibody Syndrome,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2",Drug: Prednisone,"April 22, 2020",,https://ClinicalTrials.gov/show/NCT04357392
Principal Investigator,"Juan Li, M.D.",The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,,NCT04354090,juan li,juan,male,0.98,274814,249,NCT04354090,"Safety, Tolerability, Pharmacodynamics and Pharmacokinetics of JY09",Completed,No Results Available,"Diabetes Mellitus, Type 2",Drug: JY09,"April 21, 2020","Nanjing Drum Tower Hospital, Nanjing, Jiangsu, China",https://ClinicalTrials.gov/show/NCT04354090
Principal Investigator,Marabelle Heng,Singapore General Hospital,,NCT04278742,marabelle heng,marabelle,female,1.0,6,254,NCT04278742,A Collaborative Approach in Diabetes Foot Education - A Pragmatic Randomised Control Trial,"Active, not recruiting",No Results Available,"Diabetes Mellitus, Type 2|Neuropathy;Peripheral",Other: Patient education,"February 20, 2020","Singapore General Hospital, Singapore, Singapore",https://ClinicalTrials.gov/show/NCT04278742
Principal Investigator,"Enoch Huang, MD",Legacy Emanuel Medical Center,,NCT04261738,enoch huang,enoch,male,0.98,959,257,NCT04261738,Effects of HBO on Patients With DM,Not yet recruiting,No Results Available,"Diabetes Mellitus, Type 2|Diabetes Mellitus, Type 1",Device: Hyperbaric Oxygen,"February 10, 2020",,https://ClinicalTrials.gov/show/NCT04261738
Principal Investigator,"Amira Mohamady, MD",Benha university- Qaluibya- Egypt,,NCT04322240,amira mohamady,amira,female,0.97,11084,259,NCT04322240,Alpha Lipoic Acid and Diabetes Mellitus: Potential Effects on Peripheral Neuropathy,Not yet recruiting,No Results Available,"Diabetic Polyneuropathy|Diabetes Mellitus, Type 2",Drug: Alpha lipoic acid,"March 26, 2020","Benha University Hospital, Banhā, Qalubiya, Egypt",https://ClinicalTrials.gov/show/NCT04322240
Principal Investigator,"Caroline Richard, PhD, RD",University of Alberta,,NCT04291391,caroline richard,caroline,female,0.98,64753,261,NCT04291391,The Alberta NutrIMM Study - Nutrition and Immunity,Recruiting,No Results Available,"Diabetes Mellitus, Type 2|Obesity",Other: North American Diet,"March 2, 2020","University of Alberta, Edmonton, Alberta, Canada",https://ClinicalTrials.gov/show/NCT04291391
Principal Investigator,"Naftali Stern, MD",Tel-Aviv Sourasky Medical Center,,NCT04406402,naftali stern,naftali,male,0.82,68,264,NCT04406402,L-arginine and Asymmetric Dimethylarginine (ADMA) and Lifestyle Protocols,Completed,No Results Available,"Diabetes Mellitus, Type 2|Obesity|Arginine|Asymmetric Dimethylarginine",Behavioral: Acute dietary protocols and lifestyle modification,"May 28, 2020","Diabetes Unit, E. Wolfson Medical Center, Holon, Israel",https://ClinicalTrials.gov/show/NCT04406402
Principal Investigator,"Ali Aminian, MD",The Cleveland Clinic,,NCT04263376,ali aminian,ali,male,0.95,319583,267,NCT04263376,Bariatric Surgery-Induced Shift in Gut Microbiome and NAFLD,Enrolling by invitation,No Results Available,"Obesity|Diabetes Mellitus, Type 2|NAFLD",,"February 10, 2020","Cleveland Clinic Foundation, Cleveland, Ohio, United States",https://ClinicalTrials.gov/show/NCT04263376
Principal Investigator,"Stewart Harris, MD MPH",Western University,,NCT04219514,stewart harris,stewart,male,0.98,2720,271,NCT04219514,Investigating Novel Predictions of Hypoglycemia Occurrence in Real-world Models,"Active, not recruiting",No Results Available,"Hypoglycemia|Diabetes Mellitus, Type 2|Diabetes Mellitus, Type 1",,"January 7, 2020","Ipsos, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04219514
Principal Investigator,"Alexandria Ratzki-Leewing, PhD(c) MSc",Western University,,NCT04219514,alexandria ratzki-leewing,alexandria,female,0.91,325,271,NCT04219514,Investigating Novel Predictions of Hypoglycemia Occurrence in Real-world Models,"Active, not recruiting",No Results Available,"Hypoglycemia|Diabetes Mellitus, Type 2|Diabetes Mellitus, Type 1",,"January 7, 2020","Ipsos, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04219514
